name	continent	iso_country	iso_region	municipality	iata_code
Santa Maria Airport	SA	BR	BR-SE	Aracaju	AJU
Alta Floresta Airport	SA	BR	BR-MT	Alta Floresta	AFL
Araçatuba Airport	SA	BR	BR-SP	Araçatuba	ARU
Araxá Airport	SA	BR	BR-MG	Araxá	AAX
Val de Cans/Júlio Cezar Ribeiro International Airport	SA	BR	BR-PA	Belém	BEL
Comandante Gustavo Kraemer Airport	SA	BR	BR-RS	Bagé	BGX
Pampulha - Carlos Drummond de Andrade Airport	SA	BR	BR-MG	Belo Horizonte	PLU
Bacacheri Airport	SA	BR	BR-PR	Curitiba	BFH
Aeroporto Estadual Arthur Siqueira Airport	SA	BR	BR-SP	Bragança Paulista	BJP
Caçador Airport	SA	BR	BR-SC	Caçador	CFC
Tancredo Neves International Airport	SA	BR	BR-MG	Belo Horizonte	CNF
Campo Grande Airport	SA	BR	BR-MS	Campo Grande	CGR
Chapecó Airport	SA	BR	BR-SC	Chapecó	XAP
Brig. Lysias Augusto Rodrigues Airport	SA	BR	BR-MA	Carolina	CLN
Carajás Airport	SA	BR	BR-PA	Carajás	CKS
Diomício Freitas Airport	SA	BR	BR-SC	Criciúma	CCM
Caldas Novas Airport	SA	BR	BR-GO	Caldas Novas	CLV
Canoas Airport	SA	BR	BR-RS	Porto Alegre	QNS
Bartolomeu Lisandro Airport	SA	BR	BR-RJ	Campos Dos Goytacazes	CAW
Corumbá International Airport	SA	BR	BR-MS	Corumbá	CMG
Afonso Pena Airport	SA	BR	BR-PR	Curitiba	CWB
Caravelas Airport	SA	BR	BR-BA	Caravelas	CRQ
Hugo Cantergiani Regional Airport	SA	BR	BR-RS	Caxias Do Sul	CXJ
Marechal Rondon Airport	SA	BR	BR-MT	Cuiabá	CGB
Cruzeiro do Sul Airport	SA	BR	BR-AC	Cruzeiro Do Sul	CZS
Bonito Airport	SA	BR	BR-MS	Bonito	BYO
Presidente Prudente Airport	SA	BR	BR-SP	Presidente Prudente	PPB
Eduardo Gomes International Airport	SA	BR	BR-AM	Manaus	MAO
Jacareacanga Airport	SA	BR	BR-PA	Jacareacanga	JCR
Espinosa Airport	SA	BR	BR-MG	Espinosa	ESI
Cataratas International Airport	SA	BR	BR-PR	Foz Do Iguaçu	IGU
Hercílio Luz International Airport	SA	BR	BR-SC	Florianópolis	FLN
Fernando de Noronha Airport	SA	BR	BR-PE	Fernando De Noronha	FEN
Pinto Martins International Airport	SA	BR	BR-CE	Fortaleza	FOR
RIOgaleão Tom Jobim International Airport	SA	BR	BR-RJ	Rio De Janeiro	GIG
Guajará-Mirim Airport	SA	BR	BR-RO	Guajará-Mirim	GJM
Santa Genoveva Airport	SA	BR	BR-GO	Goiânia	GYN
Guarulhos - Governador André Franco Montoro International Airport	SA	BR	BR-SP	São Paulo	GRU
Tancredo Thomas de Faria Airport	SA	BR	BR-PR	Guarapuava	GPB
Governador Valadares Airport	SA	BR	BR-MG	Governador Valadares	GVR
Guaratinguetá Airport	SA	BR	BR-SP	Guaratinguetá	GUJ
Altamira Airport	SA	BR	BR-PA	Altamira	ATM
Itacoatiara Airport	SA	BR	BR-AM	Itacoatiara	ITA
Itaituba Airport	SA	BR	BR-PA	Itaituba	ITB
Bahia - Jorge Amado Airport	SA	BR	BR-BA	Ilhéus	IOS
Usiminas Airport	SA	BR	BR-MG	Ipatinga	IPN
Hidroelétrica Airport	SA	BR	BR-GO	Itumbiara	ITR
Prefeito Renato Moreira Airport	SA	BR	BR-MA	Imperatriz	IMP
Francisco de Assis Airport	SA	BR	BR-MG	Juiz De Fora	JDF
Presidente Castro Pinto International Airport	SA	BR	BR-PB	João Pessoa	JPA
Orlando Bezerra de Menezes Airport	SA	BR	BR-CE	Juazeiro Do Norte	JDO
Lauro Carneiro de Loyola Airport	SA	BR	BR-SC	Joinville	JOI
Presidente João Suassuna Airport	SA	BR	BR-PB	Campina Grande	CPV
Viracopos International Airport	SA	BR	BR-SP	Campinas	VCP
Chapada Diamantina Airport	SA	BR	BR-BA	Lençóis	LEC
Lages Airport	SA	BR	BR-SC	Lages	LAJ
Lins Airport	SA	BR	BR-SP	Lins	LIP
Governador José Richa Airport	SA	BR	BR-PR	Londrina	LDB
Bom Jesus da Lapa Airport	SA	BR	BR-BA	Bom Jesus Da Lapa	LAZ
João Correa da Rocha Airport	SA	BR	BR-PA	Marabá	MAB
Minaçu Airport	SA	BR	BR-GO	Minaçu	MQH
Monte Dourado Airport	SA	BR	BR-PA	Almeirim	MEU
Macaé Airport	SA	BR	BR-RJ	Macaé	MEA
Regional de Maringá - Sílvio Nane Junior Airport	SA	BR	BR-PR	Maringá	MGF
Mário Ribeiro Airport	SA	BR	BR-MG	Montes Claros	MOC
Marília Airport	SA	BR	BR-SP	Marília	MII
Ponta Pelada Airport	SA	BR	BR-AM	Manaus	PLL
Zumbi dos Palmares Airport	SA	BR	BR-AL	Maceió	MCZ
Alberto Alcolumbre Airport	SA	BR	BR-AP	Macapá	MCP
Dix-Sept Rosado Airport	SA	BR	BR-RN	Mossoró	MVF
Manicoré Airport	SA	BR	BR-AM	Manicoré	MNX
Ministro Victor Konder International Airport	SA	BR	BR-SC	Navegantes	NVT
Santo Ângelo Airport	SA	BR	BR-RS	Santo Ângelo	GEL
Augusto Severo Airport	SA	BR	BR-RN	Natal	NSA
Oiapoque Airport	SA	BR	BR-AP	Oiapoque	OYK
Salgado Filho Airport	SA	BR	BR-RS	Porto Alegre	POA
Prefeito Doutor João Silva Filho Airport	SA	BR	BR-PI	Parnaíba	PHB
Poços de Caldas Airport	SA	BR	BR-MG	Poços De Caldas	POO
Lauro Kurtz Airport	SA	BR	BR-RS	Passo Fundo	PFB
Brigadeiro Lysias Rodrigues Airport	SA	BR	BR-TO	Palmas	PMW
Pelotas Airport	SA	BR	BR-RS	Pelotas	PET
Senador Nilo Coelho Airport	SA	BR	BR-PE	Petrolina	PNZ
Porto Nacional Airport	SA	BR	BR-TO	Porto Nacional	PNB
Ponta Porã Airport	SA	BR	BR-MS	Ponta Porã	PMG
Porto Seguro Airport	SA	BR	BR-BA	Porto Seguro	BPS
Governador Jorge Teixeira de Oliveira Airport	SA	BR	BR-RO	Porto Velho	PVH
Vitória da Conquista Airport	SA	BR	BR-BA	Vitória Da Conquista	VDC
Plácido de Castro Airport	SA	BR	BR-AC	Rio Branco	RBR
Guararapes - Gilberto Freyre International Airport	SA	BR	BR-PE	Recife	REC
Santos Dumont Airport	SA	BR	BR-RJ	Rio De Janeiro	SDU
Leite Lopes Airport	SA	BR	BR-SP	Ribeirão Preto	RAO
Santa Cruz Airport	SA	BR	BR-RJ	Rio De Janeiro	SNZ
Governador Aluízio Alves International Airport	SA	BR	BR-RN	Natal	NAT
Professor Urbano Ernesto Stumpf Airport	SA	BR	BR-SP	São José Dos Campos	SJK
Marechal Cunha Machado International Airport	SA	BR	BR-MA	São Luís	SLZ
Santa Maria Airport	SA	BR	BR-RS	Santa Maria	RIA
Maestro Wilson Fonseca Airport	SA	BR	BR-PA	Santarém	STM
Congonhas Airport	SA	BR	BR-SP	São Paulo	CGH
Prof. Eribelto Manoel Reino State Airport	SA	BR	BR-SP	São José Do Rio Preto	SJP
Base Aérea de Santos Airport	SA	BR	BR-SP	Guarujá	SSZ
Deputado Luiz Eduardo Magalhães International Airport	SA	BR	BR-BA	Salvador	SSA
Base de Aviação de Taubaté Airport	SA	BR	BR-SP	Taubaté	QHP
Trombetas Airport	SA	BR	BR-PA	Oriximiná	TMT
Hotel Transamérica Airport	SA	BR	BR-BA	Una	UNA
Toledo Airport	SA	BR	BR-PR	Toledo	TOW
Senador Petrônio Portela Airport	SA	BR	BR-PI	Teresina	THE
Tefé Airport	SA	BR	BR-AM	Tefé	TFF
Tarauacá Airport	SA	BR	BR-AC	Tarauacá	TRQ
Telêmaco Borba Airport	SA	BR	BR-PR	Telêmaco Borba	TEC
Tiriós Airport	SA	BR	BR-PA	√ìbidos	OBI
Tabatinga Airport	SA	BR	BR-AM	Tabatinga	TBT
Tucuruí Airport	SA	BR	BR-PA	Tucuruí	TUR
São Gabriel da Cachoeira Airport	SA	BR	BR-AM	São Gabriel Da Cachoeira	SJL
Paulo Afonso Airport	SA	BR	BR-BA	Paulo Afonso	PAV
Rubem Berta Airport	SA	BR	BR-RS	Uruguaiana	URG
Ten. Cel. Aviador César Bombonato Airport	SA	BR	BR-MG	Uberlândia	UDI
Mário de Almeida Franco Airport	SA	BR	BR-MG	Uberaba	UBA
Major Brigadeiro Trompowsky Airport	SA	BR	BR-MG	Varginha	VAG
Vilhena Airport	SA	BR	BR-RO	Vilhena	BVH
Eurico de Aguiar Salles Airport	SA	BR	BR-ES	Vitória	VIX
Campo Fontenelle Airport	SA	BR	BR-SP	Pirassununga	QPS
Zona da Mata Regional Airport	SA	BR	BR-MG	Juiz de Fora	IZA
Pupelde Airport	SA	CL	CL-LL	Ancud	ZUD
San Rafael Airport	SA	CL	CL-VS	Los Andes	LOB
Alto Palena Airport	SA	CL	CL-LL	Alto Palena	WAP
Chacalluta Airport	SA	CL	CL-AP	Arica	ARI
Cabo 1¬∞ Juan Román Airport	SA	CL	CL-AI	Puerto Aysen	WPA
Desierto de Atacama Airport	SA	CL	CL-AT	Copiapo	CPO
Balmaceda Airport	SA	CL	CL-AI	Balmaceda	BBA
Barriles Airport	SA	CL	CL-AN	Tocopilla	TOQ
Chile Chico Airport	SA	CL	CL-AI	Chile Chico	CCH
El Loa Airport	SA	CL	CL-AN	Calama	CJC
Gral. Bernardo O¬¥Higgins Airport	SA	CL	CL-BI	Chillan	YAI
Pdte. carlos Iba√±ez del Campo Airport	SA	CL	CL-MA	Punta Arenas	PUQ
Tambillos Airport	SA	CL	CL-CO	Coquimbo	COW
Teniente Vidal Airport	SA	CL	CL-AI	Coyhaique	GXQ
Diego Aracena Airport	SA	CL	CL-TA	Iquique	IQQ
Comodoro Arturo Merino Ben√≠tez International Airport	SA	CL	CL-RM	Santiago	SCL
Ricardo Garc√≠a Posada Airport	SA	CL	CL-AT	El Salvador	ESR
El Avellano Airport	SA	CL	CL-LL	Frutillar	FRT
Cerro Moreno Airport	SA	CL	CL-AN	Antofagasta	ANF
Capitan Fuentes Martinez Airport Airport	SA	CL	CL-MA	Porvenir	WPR
Futaleuf√∫ Airport	SA	CL	CL-LL	Futaleufu	FFU
Mar√≠a Dolores Airport	SA	CL	CL-BI	Los Angeles	LSQ
Guardiamarina Za√±artu Airport	SA	CL	CL-MA	Puerto Williams	WPU
Cochrane Airport	SA	CL	CL-AI	Cochrane	LGR
Carriel Sur Airport	SA	CL	CL-BI	Concepcion	CCP
Mataveri Airport	SA	CL	CL-VS	Isla De Pascua	IPC
Ca√±al Bajo Carlos - Hott Siebert Airport	SA	CL	CL-LL	Osorno	ZOS
Vallenar Airport	SA	CL	CL-AT	Vallenar	VLR
Municipal de Linares Airport	SA	CL	CL-ML	Linares	ZLR
Tte. Julio Gallardo Airport	SA	CL	CL-MA	Puerto Natales	PNT
Puc√≥n Airport	SA	CL	CL-AR	Pucon	ZPC
Mocopulli Airport	SA	CL	CL-LL	Dalcahue	MHC
El Mirador Airport	SA	CL	CL-LL	Puerto Varas	PUX
Cha√±aral Airport	SA	CL	CL-AT	Cha√±aral	CNR
Rodelillo Airport	SA	CL	CL-VS	Vi√±a Del Mar	VAP
De La Independencia Airport	SA	CL	CL-LI	Rancagua	QRC
Teniente Rodolfo Marsh Martin Base	AN	AQ	AQ-U-A	Isla Rey Jorge	TNM
Franco Bianco Airport	SA	CL	CL-MA	Cerro Sombrero	SMB
La Florida Airport	SA	CL	CL-CO	La Serena-Coquimbo	LSC
V√≠ctor Laf√≥n Airport	SA	CL	CL-VS	San Felipe	SSD
Gamboa Airport	SA	CL	CL-LL	Castro	WCA
Maquehue Airport	SA	CL	CL-AR	Temuco	ZCO
El Tepual Airport	SA	CL	CL-LL	Puerto Montt	PMC
Los Cerrillos Airport	SA	CL	CL-RM	Santiago	ULC
Panguilemo Airport	SA	CL	CL-ML	Talca	TLX
Chaitén Airport	SA	CL	CL-LL	Chaiten	WCH
Victoria Airport	SA	CL	CL-AR	Victoria	ZIC
Las Breas Airport	SA	CL	CL-AN	Taltal	TTC
Pichoy Airport	SA	CL	CL-LR	Valdivia	ZAL
Vi√±a del mar Airport	SA	CL	CL-VS	Vi√±a Del Mar	KNA
Amarais Airport	SA	BR	BR-SP	Campinas	CPQ
Botucatu Airport	SA	BR	BR-SP	Botucatu	QCJ
Senadora Eunice Micheles Airport	SA	BR	BR-AM	São Paulo De Olivença	OLC
Sorocaba Airport	SA	BR	BR-SP	Sorocaba	SOD
Dracena Airport	SA	BR	BR-SP	Dracena	QDC
Jales Airport	SA	BR	BR-SP	Jales	JLS
Lençóis Paulista Airport	SA	BR	BR-SP	Lençóis Paulista	QGC
Aeroclube Airport	SA	BR	BR-RJ	Nova Iguaçu	QNV
Ourinhos Airport	SA	BR	BR-SP	Ourinhos	OUS
Ourilândia do Norte Airport	SA	BR	BR-PA	Ourilândia do Norte	OIA
Piracicaba Airport	SA	BR	BR-SP	Piracicaba	QHB
Avaré-Arandu Airport	SA	BR	BR-SP	Avaré	QVP
Resende Airport	SA	BR	BR-RJ	Resende	QRZ
São Carlos Airport	SA	BR	BR-SP	São Carlos	QSC
Ubatuba Airport	SA	BR	BR-SP	Ubatuba	UBT
Itaperuna Airport	SA	BR	BR-RJ	Itaperuna	ITP
Votuporanga Airport	SA	BR	BR-SP	Votuporanga	VOT
Zona da Mata Regional Airport	SA	BR	BR-MG	Juiz De Fora	IZA
Chachoán Airport	SA	EC	EC-T	Ambato	ATF
Mariscal Lamar Airport	SA	EC	EC-A	Cuenca	CUE
Seymour Airport	SA	EC	EC-W	Baltra	GPS
José Joaqu√≠n de Olmedo International Airport	SA	EC	EC-G	Guayaquil	GYE
General Villamil Airport	SA	EC	EC-W	Isabela	IBB
Jipijapa Airport	SA	EC	EC-M	Jipijapa	JIP
Cotopaxi International Airport	SA	EC	EC-X	Latacunga	LTX
Jose Maria Velasco Ibarra Airport	SA	EC	EC-L	Macará	MRR
Coronel E Carvajal Airport	SA	EC	EC-S	Macas	XMS
General Manuel Serrano Airport	SA	EC	EC-O	Machala	MCH
Eloy Alfaro International Airport	SA	EC	EC-M	Manta	MEC
Nueva Loja Airport	SA	EC	EC-U	Lago Agrio	LGQ
Putumayo Airport	SA	EC	EC-U	Puerto Putumayo	PYO
Reales Tamarindos Airport	SA	EC	EC-M	Portoviejo	PVO
Mariscal Sucre International Airport	SA	EC	EC-P	Quito	UIO
Rio Amazonas Airport	SA	EC	EC-Y	Shell Mera	PTZ
San Crist√≥bal Airport	SA	EC	EC-W	San Crist√≥bal	SCY
Los Perales Airport	SA	EC	EC-M	Bah√≠a de Caraquez	BHA
Taisha Airport	SA	EC	EC-S	Taisha	TSC
Tiputini Airport	SA	EC	EC-D	Tiputini	TPN
Camilo Ponce Enriquez Airport	SA	EC	EC-L	La Toma (Catamayo)	LOH
General Rivadeneira Airport	SA	EC	EC-E	Tachina	ESM
Tarapoa Airport	SA	EC	EC-U	Tarapoa	TPC
Teniente Coronel Luis a Mantilla Airport	SA	EC	EC-C	Tulcán	TUA
Stanley Airport	SA	FK	FK-U-A	Stanley	PSY
Teniente Col Carmelo Peralta Airport	SA	PY	PY-1	Concepci√≥n	CIO
Encarnaci√≥n Airport	SA	PY	PY-7	Encarnaci√≥n	ENO
Guarani International Airport	SA	PY	PY-10	Ciudad del Este	AGT
Filadelfia Airport	SA	PY	PY-19	Filadelfia	FLM
Dr. Luis Maria Arga√±a International Airport	SA	PY	PY-19	Mariscal Estigarribia	ESG
Carlos Miguel Gimenez Airport	SA	PY	PY-12	Pilar	PIL
Dr Augusto Roberto Fuster International Airport	SA	PY	PY-13	Pedro Juan Caballero	PJC
Franca Airport	SA	BR	BR-SP	Franca	FRC
Sissano Airport	OC	PG	PG-SAN	Sissano	SIZ
Confresa Airport	SA	BR	BR-MT	Confresa	CFO
Bauru - Arealva Airport	SA	BR	BR-SP	Bauru	JTC
Aragarças Airport	SA	BR	BR-GO	Aragarças	ARS
Usina Santa Cruz Airport	SA	BR	BR-BA	Santa Cruz Cabrália	ARS
Arboletes Airport	SA	CO	CO-ANT	Arboletes	ARO
San Juan De Uraba Airport	SA	CO	CO-ANT	San Juan De Uraba	SJR
Yari Airport	SA	CO	CO-CAQ	Yari	AYI
Aguaclara Airport	SA	CO	CO-CAS	Aguaclara	ACL
Currillo Airport	SA	CO	CO-CAS	Currillo	CUI
Paratebueno Airport	SA	CO	CO-CAS	Paratebueno	EUO
Tauramena Airport	SA	CO	CO-CAS	Tauramena	TAU
Codazzi Airport	SA	CO	CO-CES	Hacienda Borrero	DZI
San Juan Del César Airport	SA	CO	CO-CES	San Juan Del César	SJH
Bahia Cupica Airport	SA	CO	CO-CHO	Bah√≠a Cupica	BHF
Gilgal Airport	SA	CO	CO-CHO	Villa Claret	GGL
Ayapel Airport	SA	CO	CO-COR	Ayapel	AYA
Macanal Airport	SA	CO	CO-GUA	Macanal	NAD
Guacamayas Airport	SA	CO	CO-HUI	Guacamayas	GCA
Barranca De Upia Airport	SA	CO	CO-MET	Barranca De Upia	BAC
Caquetania Airport	SA	CO	CO-MET	Caquetania	CQT
El Recreo Airport	SA	CO	CO-MET	Ruperto Polania	ELJ
El Charco Airport	SA	CO	CO-NAR	El Charco	ECR
Zapatoca Airport	SA	CO	CO-SAN	Zapatoca	AZT
Acaricuara Airport	SA	CO	CO-VAU	Acaricuara	ARF
Casuarito Airport	SA	CO	CO-VID	Casuarito	CSR
Araracuara Airport	SA	CO	CO-CAQ	Araracuara	ACR
Alcides Fernández Airport	SA	CO	CO-CHO	Acand√≠	ACD
Amalfi Airport	SA	CO	CO-ANT	Amalfi	AFI
Gomez Nino Apiay Air Base	SA	CO	CO-MET	Apiay	API
El Eden Airport	SA	CO	CO-QUI	Armenia	AXM
Tres De Mayo Airport	SA	CO	CO-PUT	Puerto As√≠s	PUU
Las Flores Airport	SA	CO	CO-MAG	El Banco	ELB
Palonegro Airport	SA	CO	CO-SAN	Bucaramanga	BGA
El Dorado International Airport	SA	CO	CO-CUN	Bogota	BOG
Ernesto Cortissoz International Airport	SA	CO	CO-ATL	Barranquilla	BAQ
José Celestino Mutis Airport	SA	CO	CO-CHO	Bah√≠a Solano	BSC
Gerardo Tobar L√≥pez Airport	SA	CO	CO-VAC	Buenaventura	BUN
Capurganá Airport	SA	CO	CO-CHO	Capurganá	CPB
Camilo Daza International Airport	SA	CO	CO-NSA	C√∫cuta	CUC
Mandinga Airport	SA	CO	CO-CHO	Condoto	COG
Rafael Nu√±ez International Airport	SA	CO	CO-BOL	Cartagena	CTG
Carimagua Airport	SA	CO	CO-MET	Puerto L√≥pez	CCO
Alfonso Bonilla Aragon International Airport	SA	CO	CO-VAC	Cali	CLO
Cimitarra Airport	SA	CO	CO-SAN	Cimitarra	CIM
Cravo Norte Airport	SA	CO	CO-ARA	Cravo Norte	RAV
La Florida Airport	SA	CO	CO-NAR	Tumaco	TCO
Carur√∫ Airport	SA	CO	CO-VAU	Carur√∫	CUO
Juan H White Airport	SA	CO	CO-ANT	Caucasia	CAQ
Cove√±as Airport	SA	CO	CO-SUC	Cove√±as	CVE
Las Brujas Airport	SA	CO	CO-SUC	Corozal	CZU
El Bagre Airport	SA	CO	CO-ANT	El Bagre	EBG
Yarigu√≠es Airport	SA	CO	CO-SAN	Barrancabermeja	EJA
Gustavo Artunduaga Paredes Airport	SA	CO	CO-CAQ	Florencia	FLA
Fundaci√≥n Airport	SA	CO	CO-MAG	Fundaci√≥n	FDA
Santiago Vila Airport	SA	CO	CO-CUN	Girardot	GIR
Santa Ana Airport	SA	CO	CO-VAC	Cartago	CRC
Juan Casiano Airport	SA	CO	CO-CAU	Guapi	GPI
Garz√≥n La Jagua Airport	SA	CO	CO-HUI	Garz√≥n	GLJ
Chaparral Airport	SA	CO	CO-TOL	Chaparral	CPL
Hato Corozal Airport	SA	CO	CO-CAS	Hato Corozal	HTZ
Perales Airport	SA	CO	CO-TOL	Ibagué	IBE
Chigorod√≥ Airport	SA	CO	CO-ANT	Chigorod√≥	IGO
Cicuco Airport	SA	CO	CO-BOL	Lim√≥n	MMP
San Luis Airport	SA	CO	CO-NAR	Ipiales	IPI
Antonio Roldan Betancourt Airport	SA	CO	CO-ANT	Carepa	APO
Caucaya Airport	SA	CO	CO-PUT	Puerto Legu√≠zamo	LQM
Jorge Isaac Airport	SA	CO	CO-LAG	La Mina-Maicao	MCJ
La Pedrera Airport	SA	CO	CO-AMA	La Pedrera	LPD
Alfredo Vásquez Cobo International Airport	SA	CO	CO-AMA	Leticia	LET
Enrique Olaya Herrera Airport	SA	CO	CO-ANT	Medell√≠n	EOH
Miraflores Airport	SA	CO	CO-GUV	Miraflores	MFS
Baracoa Airport	SA	CO	CO-BOL	Magangué	MGN
Montelibano Airport	SA	CO	CO-COR	Montel√≠bano	MTB
Los Garzones Airport	SA	CO	CO-COR	Monter√≠a	MTR
Fabio Alberto Leon Bentley Airport	SA	CO	CO-VAU	Mit√∫	MVP
La Nubia Airport	SA	CO	CO-CAL	Manizales	MZL
Necocli Airport	SA	CO	CO-ANT	Necocli	NCI
Reyes Murillo Airport	SA	CO	CO-CHO	Nuqu√≠	NQU
Benito Salas Airport	SA	CO	CO-HUI	Neiva	NVA
Aguas Claras Airport	SA	CO	CO-NSA	Oca√±a	OCV
Orocue Airport	SA	CO	CO-CAS	Orocue	ORC
German Olano Airport	SA	CO	CO-VID	Puerto Carre√±o	PCR
Obando Airport	SA	CO	CO-GUA	Puerto In√≠rida	PDA
Mateca√±a International Airport	SA	CO	CO-RIS	Pereira	PEI
Plato Airport	SA	CO	CO-MAG	Plato	PLT
Puerto Nare Airport	SA	CO	CO-ANT	Armenia	NAR
Guillermo Le√≥n Valencia Airport	SA	CO	CO-CAU	Popayán	PPN
German Olano Air Base	SA	CO	CO-CUN	La Dorada	PAL
Puerto Berrio Airport	SA	CO	CO-ANT	Puerto Berrio	PBE
Antonio Narino Airport	SA	CO	CO-NAR	Pasto	PSO
El Embrujo Airport	SA	CO	CO-SAP	Providencia	PVA
Paz De Ariporo Airport	SA	CO	CO-CAS	Paz De Ariporo	PZA
Jose Celestino Mutis Airport	SA	CO	CO-TOL	Mariquita	MQU
Jose Maria C√≥rdova International Airport	SA	CO	CO-ANT	Rionegro	MDE
Almirante Padilla Airport	SA	CO	CO-LAG	Riohacha	RCH
Jorge E. Gonzalez Torres Airport	SA	CO	CO-GUV	San José Del Guaviare	SJE
Sim√≥n Bol√≠var International Airport	SA	CO	CO-MAG	Santa Marta	SMR
Alberto Lleras Camargo Airport	SA	CO	CO-BOY	Sogamoso	SOX
Gustavo Rojas Pinilla International Airport	SA	CO	CO-SAP	San Andrés	ADZ
Eduardo Falla Solano Airport	SA	CO	CO-CAQ	San Vicente Del Caguán	SVI
Tib√∫ Airport	SA	CO	CO-NSA	Tib√∫	TIB
Trinidad Airport	SA	CO	CO-CAS	Trinidad	TDA
Tol√∫ Airport	SA	CO	CO-SUC	Tol√∫	TLU
Gustavo Vargas Airport	SA	CO	CO-ARA	Tame	TME
Tres Esquinas Air Base	SA	CO	CO-CAQ	Tres Esquinas	TQS
Gonzalo Mej√≠a Airport	SA	CO	CO-ANT	Turbo	TRB
Santiago Perez Airport	SA	CO	CO-ARA	Arauca	AUC
El Cara√±o Airport	SA	CO	CO-CHO	Quibd√≥	UIB
Farfan Airport	SA	CO	CO-VAC	Tuluá	ULQ
Urrao Airport	SA	CO	CO-ANT	Urrao	URR
Alfonso L√≥pez Pumarejo Airport	SA	CO	CO-CES	Valledupar	VUP
Vanguardia Airport	SA	CO	CO-MET	Villavicencio	VVC
Yaguara Airport	SA	CO	CO-CAQ	San Vicente Del Caguán	AYG
El Yopal Airport	SA	CO	CO-CAS	El Yopal	EYP
Apolo Airport	SA	BO	BO-L	Apolo	APB
Ascenci√≥n De Guarayos Airport	SA	BO	BO-S	Ascensi√≥n de Guarayos	ASC
Bermejo Airport	SA	BO	BO-T	Bermejo	BJO
Camiri Airport	SA	BO	BO-S	Camiri	CAM
Jorge Wilsterman International Airport	SA	BO	BO-C	Cochabamba	CBB
Capitán An√≠bal Arab Airport	SA	BO	BO-N	Cobija	CIJ
Concepci√≥n Airport	SA	BO	BO-S	Concepci√≥n	CEP
El Trompillo Airport	SA	BO	BO-S	Santa Cruz	SRZ
Capitán de Av. Emilio Beltrán Airport	SA	BO	BO-B	Guayaramer√≠n	GYA
Huacaraje Airport	SA	BO	BO-B	Itenes	BVK
San José De Chiquitos Airport	SA	BO	BO-S	San José de Chiquitos	SJS
San Joaqu√≠n Airport	SA	BO	BO-B	San Joaqu√≠n	SJB
San Javier Airport	SA	BO	BO-S	San Javier	SJV
El Alto International Airport	SA	BO	BO-L	La Paz / El Alto	LPB
Magdalena Airport	SA	BO	BO-B	Magdalena	MGD
Juan Mendoza Airport	SA	BO	BO-O	Oruro	ORU
Capitan Nicolas Rojas Airport	SA	BO	BO-P	Potos√≠	POI
Puerto Rico Airport	SA	BO	BO-N	Puerto Rico/Manuripi	PUR
Capitán Av. Salvador Ogaya G. airport	SA	BO	BO-S	Puerto Suárez	PSZ
San Ram√≥n Airport	SA	BO	BO-B	San Ram√≥n / Mamoré	SRD
Roboré Airport	SA	BO	BO-S	Roboré	RBO
Capitán Av. Selin Zeitun Lopez Airport	SA	BO	BO-B	Riberalta	RIB
Reyes Airport	SA	BO	BO-B	Reyes	REY
Santa Ana Del Yacuma Airport	SA	BO	BO-B	Santa Ana del Yacuma	SBL
Capitán Av. German Quiroga G. Airport	SA	BO	BO-B	San Borja	SRJ
Capitán Av. Juan Cochamanidis S. Airport	SA	BO	BO-S	San Ignacio de Velasco	SNG
San Ignacio de Moxos Airport	SA	BO	BO-B	San Ignacio de Moxos	SNM
Santa Rosa De Yacuma Airport	SA	BO	BO-B	Santa Rosa	SRB
Juana Azurduy De Padilla Airport	SA	BO	BO-H	Sucre	SRE
San Mat√≠as Airport	SA	BO	BO-S	San Mat√≠as	MQK
Capitan Oriel Lea Plaza Airport	SA	BO	BO-T	Tarija	TJA
Teniente Av. Jorge Henrich Arauz Airport	SA	BO	BO-B	Trinidad	TDD
Uyuni Airport	SA	BO	BO-P	Quijarro	UYU
Capitán Av. Vidal Villagomez Toledo Airport	SA	BO	BO-S	Vallegrande	VAH
Teniente Coronel Rafael Pab√≥n Airport	SA	BO	BO-T	Villamontes	VLM
Viru Viru International Airport	SA	BO	BO-S	Santa Cruz	VVI
Yacuiba Airport	SA	BO	BO-T	Yacu√≠ba	BYC
Albina Airport	SA	SR	SR-MA	Albina	ABN
Totness Airport	SA	SR	SR-CR	Totness	TOT
Drietabbetje Airport	SA	SR	SR-SI	Drietabbetje	DRJ
Sapmanga Airport	OC	PG	PG-MPL	Sapmanga	SMH
Moengo Airstrip	SA	SR	SR-MA	Moengo	MOJ
Nieuw Nickerie Airport	SA	SR	SR-NI	Nieuw Nickerie	ICK
Vincent Fayks Airport	SA	SR	SR-SI	Paloemeu	OEM
Stoelmanseiland Airport	SA	SR	SR-SI	Stoelmanseiland	SMZ
Wageningen Airstrip	SA	SR	SR-NI	Wageningen	AGI
Zorg en Hoop Airport	SA	SR	SR-PM	Paramaribo	ORG
Arapiraca Airport	SA	BR	BR-AL	Arapiraca	APQ
Cirilo Queiróz Airport	SA	BR	BR-MG	Almenara	AMJ
Barra do Corda Airport	SA	BR	BR-MA	Barra Do Corda	BDC
Belmonte Airport	SA	BR	BR-BA	Belmonte	BVM
Barreiras Airport	SA	BR	BR-BA	Barreiras	BRA
Balsas Airport	SA	BR	BR-MA	Balsas	BSS
